HP_name;PlotID_2;PAG;Precision;Center_x_coordinate;Center_y_coordinate;Date;Year;Canton;Municipality;Altitude_original;Species_richness;SqFt_ID;F;R;N;L;T;K;Nr_cuts;Nr_cuts_before_record;Soil;Content_of_Ca;Bedrock;Light_cond;Water_balance;Inclination;Exposition;Fertil_y_n;Fertil_frequ;Fertil_type;Fertil_treatment;Land_use;Land_use_2;Grazing_animal;EUNIS_class;EUNIS_habitat name;Type_of_classification;Total_biomass;vegetation type;Class (Mucina et al. 2016);Order (Mucina et al. 2016)
HP_239;239;238;703.1258776;9.600780045;46.88009021;7163;1919;GR;Trimmis;1780;22;239;3.1;2.894736842;2.631578947;3.904761905;2.263157895;2.894736842;;;;0;;;;;;;;;;;;;R43; Temperate acidophilous alpine grassland;3;23.311;A.1 Alpine grasslands;Juncetea trifidi;
HP_240;240;240;283.9703313;9.595396647;46.86776529;9020;1924;GR;Trimmis;2250;20;240;3.447368421;3.6875;2.611111111;3.631578947;2.078947368;2.611111111;;;;;;;;;;;;;;pasture;pasture;;R44; Arctic-alpine calcareous grassland;1;16.105;A.1 Alpine grasslands;Elyno-Seslerietea;Seslerietalia caeruleae
HP_241;241;240;283.9703313;9.595396647;46.86776529;9020;1924;GR;Trimmis;2250;22;241;3.159090909;3.75;2.238095238;4;1.636363636;2.80952381;;;;;;;;;;;;;;pasture;pasture;;S21; Subarctic and alpine dwarf Salix scrub;1;20.321;D.2 Arctic-alpine heathlands;Salicetea herbaceae;Salicetalia herbaceae
HP_242;242;242;90.36976591;9.605903246;46.87326661;9009;1924;GR;Trimmis;2300;23;242;3.225;2.684210526;2.526315789;4.047619048;1.65;2.526315789;;;;;;;;;;;;;;pasture;pasture;;R41; Snow-bed vegetation;1;10.079;D.2 Arctic-alpine heathlands;Salicetea herbaceae;Salicetalia herbaceae
HP_243;243;243;264.6763378;9.610630651;46.87826173;2774;1907;GR;Trimmis;1970;33;243;2.816666667;3.5;2.344827586;3.966666667;2.134615385;3.035714286;;;humic, stony loam;;Bündner schist;;;;;yes;;;;;;;R44; Arctic-alpine calcareous grassland;1;34.033;A.1 Alpine grasslands;Elyno-Seslerietea;Seslerietalia caeruleae
HP_244;244;244;290.5983297;9.613135491;46.88295402;2774;1907;GR;Trimmis;2000;25;244;3;3.1;2.318181818;3.565217391;1.976190476;2.9;;;shallow loam, here and there duff;;Bündner schist;;;;;no;;;;;;;S22; Alpine and subalpine ericoid heath;1;33.597;A.1 Alpine grasslands/D.2 Arctic-alpine heathlands;;
HP_245;245;245;248.3672255;9.61178339;46.87757016;02.08.1885;1885;GR;Trimmis;2030;26;245;3.136363636;3.454545455;2.428571429;3.875;2;2.857142857;;;stony;;Bündner schist;;;31;W;no;;;;meadow;meadow;;R44; Arctic-alpine calcareous grassland;3;38.851;A.1 Alpine grasslands;Elyno-Seslerietea;Seslerietalia caeruleae
HP_246;246;246;246.1432897;9.607055001;46.87965882;9021;1924;GR;Trimmis;1800;11;246;2.318181818;3.6;2.363636364;3.909090909;2.35;3.545454545;;;;;;;;;;;;;;pasture;pasture;;R44; Arctic-alpine calcareous grassland;2;68.434;A.1 Alpine grasslands;Elyno-Seslerietea;Seslerietalia caeruleae
HP_247;247;247;294.6547059;9.60962957;46.87856409;9022;1924;GR;Trimmis;1900;22;247;3;3.588235294;2.444444444;3.85;2.289473684;3.117647059;;;;;;;;;;;;;;pasture;pasture;;R44; Arctic-alpine calcareous grassland;2;13.782;A.1 Alpine grasslands;Elyno-Seslerietea;Seslerietalia caeruleae
HP_248;248;246;246.1432897;9.607055001;46.87965882;9021;1924;GR;Trimmis;1800;9;248;2.222222222;3.875;2.111111111;3.888888889;2.666666667;3.888888889;;;;;;;;;;;;;;pasture;pasture;;R44; Arctic-alpine calcareous grassland;1;69.385;A.1 Alpine grasslands;Elyno-Seslerietea;Seslerietalia caeruleae
HP_249;249;249;238.475646;9.607903147;46.87909571;9026;1924;GR;Trimmis;1850;14;249;3.384615385;3.6;2.666666667;3.769230769;2.038461538;2.666666667;;;;;;;;;;;;;;pasture;pasture;;R44; Arctic-alpine calcareous grassland;1;34.929;A.1 Alpine grasslands;Elyno-Seslerietea;Seslerietalia caeruleae
HP_250;250;249;238.475646;9.607903147;46.87909571;9012;1924;GR;Trimmis;1850;24;250;3.238095238;3.35;2.85;3.863636364;2.023809524;2.65;;;;;;;;;;;;;;pasture;pasture;;R44; Arctic-alpine calcareous grassland;2;21.952;A.1 Alpine grasslands;Elyno-Seslerietea;Seslerietalia caeruleae
HP_251;251;249;238.475646;9.607903147;46.87909571;9026;1924;GR;Trimmis;1850;28;251;3.1875;3.041666667;2.652173913;3.961538462;1.956521739;2.826086957;;;;;;;;;;;;;;pasture;pasture;;R21; Mesic permanent pasture of lowlands and mountains;1;3.745;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_252;252;252;500.3300849;9.640997926;46.88398638;2416;1906;GR;Trimmis;2200;17;252;3.533333333;2.733333333;2.4;4.266666667;1.6;2.133333333;;;alteration of Bündner schist, upper layer humic, lower layer heavy clay with many stones;;;;;;;no;;;;pasture;pasture;sheep;R41; Snow-bed vegetation;1;10.479;D.2 Arctic-alpine heathlands;Salicetea herbaceae;Salicetalia herbaceae
HP_253;253;253;804.4460276;8.676613145;46.64670422;11166;1930;GR;Tujetsch;2000;29;253;2.977272727;2.739130435;2.380952381;4.041666667;1.833333333;2.857142857;;;;;;;;;;;;;;;;;R21; Mesic permanent pasture of lowlands and mountains;1;34.794;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_254;254;254;999.948054;8.705595998;46.65431153;11500;1931;GR;Tujetsch;1650;27;254;2.86;2.615384615;2.291666667;3.592592593;2.4375;3.083333333;;;;;;;;;;;;;;pasture;pasture;;R43; Temperate acidophilous alpine grassland;3;42.271;A.1 Alpine grasslands;Juncetea trifidi;
HP_255;255;255;435.7888054;8.708742669;46.65906185;11501;1931;GR;Tujetsch;1800;35;255;2.671875;2.71875;2.258064516;3.606060606;2.580645161;3.161290323;;;;;;;;;;;;;;meadow;meadow;;S22; Alpine and subalpine ericoid heath;1;71.159;A.1 Alpine grasslands/D.2 Arctic-alpine heathlands;;
HP_256;256;256;1272.994436;9.533665307;46.9350759;988;1902;GR;Untervaz;660;18;256;2.7;3.066666667;2.933333333;3.733333333;3.038461538;3.307692308;;;stony loam;2;;;;gentle slope;E;yes;;manure from livestock, quite heavily;;pasture;pasture;;R21; Mesic permanent pasture of lowlands and mountains;1;8.927;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_257;257;257;578.2113647;9.529435041;46.92923836;988;1902;GR;Untervaz;750;21;257;2.2;3.722222222;2.35;3.473684211;3.382352941;3.647058824;;;shallow loamy marlstone;0;white jura limestone;;;40;ESE;no;;;;pasture;pasture;goats;R1A; Semi-dry perennial calcareous grassland (meadow steppe);1;18.375;B.2 Meso-xeric grasslands;Festuco-Brometea;Brachypodietalia pinnati
HP_258;258;258;45.7834623;9.603549511;46.92708014;991;1902;GR;Valzeina;1486;13;258;3;3.2;3.8;3.636363636;3;3;;;alteration of Bündner schist, humic loam;0;;;;gentle slope;E;yes;;falling dung;;pasture;pasture;;V37; Annual anthropogenic herbaceous vegetation;3;16.978;E.2 Ruderal communities;;
HP_259;259;259;482.8978358;8.101815893;47.12678447;17.08.1895;1895;LU;Buttisholz;660;24;259;3;3.19047619;3;3.727272727;3.34375;3.055555556;;;;;;;;;;;;;;litter meadow;meadow;;R22; Low and medium altitude hay meadow;3;28.219;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_260;260;260;501.8449514;8.091526583;46.98336536;15.08.1894;1894;LU;Entlebuch;1000;13;260;3.8;2.909090909;1.909090909;4;2.954545455;2.818181818;;;clay, boggy;;;;;;;;;;;litter meadow;meadow;;R1M; Lowland to montane, dry to mesic grassland usually dominated by Nardus stricta;2;45.913;B.3 Mesic grasslands;Nardetea strictae;Nardetalia strictae
HP_261;261;261;341.2248663;7.947588152;46.91035732;1977;1905;LU;Escholzmatt;900;7;261;2.7;2.4;2.4;3.666666667;3.25;2.8;;;sandy loam;;;;;;;yes;;manure;;meadow;meadow;;;;2;12.521;;;
HP_262;262;262;640.7738796;8.010043159;47.14727239;3806;1910;LU;Ettiswil;550;20;262;3.210526316;3.263157895;3.631578947;3.578947368;3.411764706;2.888888889;;;heavy;;;sunny;;;flat;yes;;slurry, little superphosphate and peat dust;;meadow;meadow;;R22; Low and medium altitude hay meadow;1;33.305;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_263;263;262;640.7738796;8.010043159;47.14727239;3806;1910;LU;Ettiswil;550;9;263;3.3125;3;3.875;3.625;2.928571429;3.142857143;;;heavy;;;;;;flat;yes;;slurry and plaster lime;;pasture;pasture;cows;R21; Mesic permanent pasture of lowlands and mountains;3;17.258;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_264;264;264;228.0462213;8.016657042;47.15309896;3806;1910;LU;Ettiswil;525;14;264;3.071428571;3.142857143;3.357142857;3.571428571;3.153846154;3.071428571;;;cohesive, sandy loam;;;;;;sligthly inclined;yes;;liquid manure;;pasture;pasture;cows;R21; Mesic permanent pasture of lowlands and mountains;3;68.573;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_265;265;265;434.2311351;8.01982745;47.14403311;16.08.1895;1895;LU;Ettiswil;520;9;265;3.25;3;2.625;3.5;3.642857143;3.428571429;;;;;;;;;;;;;;litter meadow;meadow;;R1A; Semi-dry perennial calcareous grassland (meadow steppe);1;82.435;B.2 Meso-xeric grasslands;Festuco-Brometea;Brachypodietalia pinnati
HP_266;266;264;228.0462213;8.016657042;47.15309896;3806;1910;LU;Ettiswil;525;10;266;3.277777778;3.222222222;3.777777778;3.555555556;3.125;3.125;;;cohesive, sandy loam;;;;;;sligthly inclined;yes;;liquid manure;;pasture;pasture;cows;R21; Mesic permanent pasture of lowlands and mountains;3;26.065;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_267;267;267;331.7822597;8.011109758;47.15130606;3806;1910;LU;Ettiswil;550;12;267;3.277777778;3.2;3.777777778;3.5;2.875;3;;;quite heavy;;;sunny;;;flat;yes;;superphosphate, Thomas slack, slurry;;pasture;pasture;cows;R21; Mesic permanent pasture of lowlands and mountains;1;16.058;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_268;268;268;980.6078356;8.035668374;46.82060681;23.08.1895;1895;LU;Flühli;1300;29;268;3.035714286;2.75862069;2.178571429;3.689655172;2.7;3.037037037;;;clay;;;;fresh;;;no;;;;meadow;meadow;;R1M; Lowland to montane, dry to mesic grassland usually dominated by Nardus stricta;2;30.207;B.3 Mesic grasslands;Nardetea strictae;Nardetalia strictae
HP_269;269;269;401.5181412;8.380456937;47.05526062;30.04.1886;1886;LU;Meggen;510;22;269;3.052631579;3.055555556;3.421052632;3.684210526;3.176470588;3.052631579;;;mild, humic loam;;molasse;;fresh;;SSE;;;;;meadow;meadow;;R22; Low and medium altitude hay meadow;1;43.346;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_270;270;270;331.8405956;8.379637015;47.05640302;30.04.1886;1886;LU;Meggen;500;22;270;3.055555556;3.111111111;3.333333333;3.578947368;3.166666667;3.058823529;4;;mild, humic loam;0;;;fresh;;;yes;;slurry, manure and artificial fertiliser;;meadow;meadow;;R22; Low and medium altitude hay meadow;2;42.782;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_271;271;271;254.3797726;8.37869099;47.05578067;3805;1910;LU;Meggen;560;13;271;3.227272727;3.363636364;3.636363636;3.454545455;3.35;3.1;;;quite heavy;;;sunny;;;flat to slightly inclined;yes;;manure and slurry, now and then Thomas slack;;pasture;pasture;cows;R22; Low and medium altitude hay meadow;1;22.93;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_272;272;271;254.3797726;8.37869099;47.05578067;3805;1910;LU;Meggen;560;9;272;3.3125;3.125;3.875;3.5;3.071428571;3.142857143;;;quite heavy;;;sunny;;;flat to slightly inclined;yes;;manure and slurry, now and then Thomas slack;;meadow;meadow;;R21; Mesic permanent pasture of lowlands and mountains;3;41.422;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_273;273;271;254.3797726;8.37869099;47.05578067;3805;1910;LU;Meggen;560;16;273;3.166666667;3.266666667;3.533333333;3.533333333;3.307692308;3;;;quite heavy;;;;;;flat to slightly inclined;yes;;;;meadow;meadow;;R22; Low and medium altitude hay meadow;1;33.15;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_274;274;274;415.9298633;8.3748764;47.0490466;3805;1910;LU;Meggen;;12;274;3.136363636;3.363636364;3.454545455;3.636363636;3.2;3;;;heavy;;;sunny;humid;;quite steep;yes;formerly;liquid manure;;pasture;pasture;cows;R21; Mesic permanent pasture of lowlands and mountains;1;12.516;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_275;275;271;254.3797726;8.37869099;47.05578067;3805;1910;LU;Meggen;560;17;275;3.166666667;3.0625;3.533333333;3.5625;3.192307692;3;;;quite heavy;;;sunny;;;flat to slightly inclined;yes;;manure and slurry, now and then Thomas slack;;pasture;pasture;cows;R21; Mesic permanent pasture of lowlands and mountains;1;24.867;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_276;276;276;446.782242;8.170138058;47.10495373;3806;1910;LU;Neuenkirch;665;13;276;3.227272727;3.363636364;3.727272727;3.636363636;3.3;3;;;medium heavy;;;;;;sligthly inclined;yes;;liquid manure, Thomas slack;;pasture;pasture;cows;R21; Mesic permanent pasture of lowlands and mountains;3;32.135;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_277;277;276;446.782242;8.170138058;47.10495373;3806;1910;LU;Neuenkirch;665;13;277;3.208333333;3.25;3.833333333;3.5;3.363636364;2.909090909;;;medium heavy;;;;;;sligthly inclined;yes; 2 per year;liquid manure;;meadow;meadow;;R22; Low and medium altitude hay meadow;1;23.831;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_278;278;278;597.0583176;8.175731657;47.10745506;3806;1910;LU;Neuenkirch;625;6;278;3.083333333;3.333333333;3.666666667;3.666666667;3.333333333;3;;;medium heavy;;;;;;sligthly inclined;yes;;slurry, little superphosphate and Thomas slack;;pasture;pasture;cows;R22; Low and medium altitude hay meadow;1;32.122;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_279;279;276;446.782242;8.170138058;47.10495373;3806;1910;LU;Neuenkirch;665;15;279;3.208333333;3.230769231;3.583333333;3.307692308;3.2;3.090909091;;;medium heavy;;;;;;sligthly inclined;yes;;liquid manure (2 times), liquid manure, autumn Thomas slag and cow dung, 1906/07 and 1910 no fertilisation;;pasture;pasture;cows;R21; Mesic permanent pasture of lowlands and mountains;1;23.612;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_280;280;278;597.0583176;8.175731657;47.10745506;3806;1910;LU;Neuenkirch;625;15;280;3.107142857;3.142857143;3.5;3.785714286;3.038461538;3;;;medium heavy;;;;;;sligthly inclined;yes;;little Thomas slack and little superphosphate;;pasture;pasture;cows;R21; Mesic permanent pasture of lowlands and mountains;2;23.104;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_282;282;282;428.1234563;8.189037481;47.15201949;3805;1910;LU;Sempach;650;19;282;3.088235294;3.055555556;3.411764706;3.555555556;3.166666667;3.0625;;;medium heavy;;;;;;sligthly inclined;yes;;slurry and superphosphate;;meadow;meadow;;R22; Low and medium altitude hay meadow;1;17.68;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_283;283;282;428.1234563;8.189037481;47.15201949;3806;1910;LU;Sempach;650;6;283;3.1;3;3.6;3.4;3.3;2.8;;;medium heavy;;;;;;sligthly inclined;yes;3-4 per year;slurry with little superphosphate;;pasture;pasture;cows;R21; Mesic permanent pasture of lowlands and mountains;3;19.102;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_284;284;282;428.1234563;8.189037481;47.15201949;3805;1910;LU;Sempach;650;10;284;3.25;3.1;3.9;3.9;3.222222222;2.888888889;;;medium heavy;;;;;;flat to slightly inclined;;;;;pasture;pasture;pigs;R21; Mesic permanent pasture of lowlands and mountains;1;41.696;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_285;285;285;534.7685678;8.196707994;47.15563772;3805;1910;LU;Sempach;700;23;285;3.090909091;3.136363636;3.454545455;3.772727273;3.157894737;2.904761905;;;medium heavy;;;sunny;;;flat;yes;3 to 4 times per year;slurry and stable manure in late autumn;;pasture;pasture;cows;R21; Mesic permanent pasture of lowlands and mountains;1;16.674;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_286;286;286;435.8713941;8.205845768;47.12333081;3805;1910;LU;Sempach;544;16;286;3.1;3.133333333;3.533333333;3.666666667;3.230769231;3;;;medium heavy;;;sunny;dry;;sligthly inclined;yes;2 to 3 times per year;manure or liquid manure;;meadow;meadow;;R22; Low and medium altitude hay meadow;1;73.894;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_287;287;286;435.8713941;8.205845768;47.12333081;3805;1910;LU;Sempach;544;17;287;3.133333333;3.333333333;3.466666667;3.6;3.230769231;3.071428571;;;medium heavy;;;;quite humid;;flat;yes;once per year;slurry;;pasture;pasture;cows;R22; Low and medium altitude hay meadow;3;47.944;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_288;288;286;435.8713941;8.205845768;47.12333081;3805;1910;LU;Sempach;544;6;288;3.166666667;3.166666667;3.833333333;3.666666667;3.083333333;3;;;medium heavy;;;;quite humid;;flat;yes;now and then;liquid manure and superphosphate;;pasture;pasture;cows;R21; Mesic permanent pasture of lowlands and mountains;1;18.871;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_289;289;286;435.8713941;8.205845768;47.12333081;3806;1910;LU;Sempach;544;16;289;3.142857143;3.071428571;3.571428571;3.714285714;3.269230769;3;;;medium heavy;;;;;;sligthly inclined;yes;;slurry and superphosphate;;pasture;pasture;cows;R21; Mesic permanent pasture of lowlands and mountains;1;24.463;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_290;290;290;656.0940133;8.01818425;47.17529222;31.05.1892;1892;LU;Wauwil;540;16;290;3.133333333;2.928571429;2.466666667;3.625;3.083333333;3.071428571;;;30cm peat  ;;lake marl;;;;;no;;;;litter meadow;meadow;;R37; Temperate and boreal moist or wet oligotrophic grassland;1;12.201;B.4 Wet grasslands;Molinio-Arrhenatheretea;Molinietalia caeruleae
HP_291;291;291;825.5784315;8.02682832;47.18089897;17.10.1893;1893;LU;Wauwil;540;9;291;3.285714286;3;2.714285714;3.5;3.25;2.857142857;;;peat ;;;;;;;no;;;;litter meadow;meadow;;;;;27.676;;;
HP_292;292;290;656.0940133;8.01818425;47.17529222;17.10.1893;1893;LU;Wauwil;540;7;292;3.428571429;2.833333333;2.428571429;3.714285714;3.214285714;3;;;bog soil, then lake marl;;;;;;;no;;;;litter meadow;meadow;;;;;21.74;;;
HP_293;293;293;642.4962989;6.725519084;46.99806498;28.07.1888;1888;NE;Les Ponts de Martel;1050;22;293;2.815789474;3.25;3.315789474;3.9;3.411764706;3.277777778;2;;mild loam;;;;;;SW;yes;every 2nd-3rd year;manure;;meadow;meadow;;R22; Low and medium altitude hay meadow;1;40.545;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_294;294;294;267.4246313;8.348069015;46.96452968;11.10.1893;1893;NW;Stans;445;29;294;3;3.148148148;2.96;3.777777778;3.260869565;3.16;;;loamy muck;2;;;fresh;;;;;;;litter meadow;meadow;;R22; Low and medium altitude hay meadow;1;30.821;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_295;295;294;267.4246313;8.348069015;46.96452968;11.10.1893;1893;NW;Stans;445;21;295;3.225;3.142857143;3.1;3.619047619;3.277777778;3.15;;1. cut;loamy muck;;;;humid;;;;;;;litter meadow;meadow;;;;;55.974;;;
HP_296;296;294;267.4246313;8.348069015;46.96452968;11.10.1893;1893;NW;Stans;445;21;296;3.078947368;3.2;2.631578947;3.80952381;3.147058824;3.111111111;;1. cut;loamy muck;0;;;fresh-wet;;;;;;;litter meadow;meadow;;;;;36.56;;;
HP_297;297;297;230.4452601;8.363450291;46.9516542;909;1902;NW;Stans;600;16;297;2.966666667;3.1875;3.133333333;3.625;3.038461538;3;1;;humic loam;0;Eocene or Quaternary;;;gentle slope;N;yes;every year;stable manure;;pasture;pasture;;R21; Mesic permanent pasture of lowlands and mountains;1;10.293;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_298;298;298;961.9140703;9.634701371;47.42425599;09.05.1894;1894;SG;Au;412;11;298;3.75;3.555555556;2.5;3.6;3.2;3;;;10cm bog soil, 30cm clay, 30cm boggy clay;;;;;;;;;;;litter meadow;meadow;;;;1;23.246;;;
HP_299;299;299;665.7187508;9.012324855;47.22486811;23.06.1899;1899;SG;Kaltbrunn;500;5;299;3.4;3.4;3.8;3.2;3.4;2.8;;;humic loam;;;;;;S;yes;;stable manure and slurry;;pasture;pasture;;R55; Lowland moist or wet tall-herb and fern fringe;2;23.119;E.2 Ruderal communities/E.1 Tall forb communities;;
HP_300;300;300;270.1103403;9.011161356;47.20708652;15.10.1899;1899;SG;Kaltbrunn;410;20;300;3.823529412;3.352941176;2.705882353;3.722222222;3.088235294;2.941176471;;;;;;;;;;;;;;litter meadow;meadow;;;;;33.76;;;
HP_301;301;300;270.1103403;9.011161356;47.20708652;642;1901;SG;Kaltbrunn;410;24;301;3.954545455;3.318181818;2.5;3.608695652;3.090909091;3;;;;;;;;;;;;;;litter meadow;meadow;;;;;NA;;;
HP_302;302;302;1406.162669;8.99902739;47.20972792;2496;1906;SG;Kaltbrunn;410;9;302;3.722222222;3.375;3;3.777777778;3.222222222;3;;;;;;;;;;;;;;litter meadow;meadow;;;;;13.193;;;
HP_303;303;302;1406.162669;8.99902739;47.20972792;3531;1909;SG;Kaltbrunn;410;13;303;3.708333333;3.363636364;3;3.5;3.333333333;3;;;;;;;;;;;;;;litter meadow;meadow;;Q51;;1;70.579;C.5 Reed beds and shore vegetation ;Phragmito-Magnocaricetea;
HP_304;304;302;1406.162669;8.99902739;47.20972792;3240;1908;SG;Kaltbrunn;410;13;304;3.833333333;3.363636364;2.583333333;3.666666667;3.181818182;3;;;;;;;;;;;;;;litter meadow;meadow;;Qb; Temperate and boreal moist or wet oligotrophic grassland;1;41.486;;;
HP_305;305;302;1406.162669;8.99902739;47.20972792;2125;1905;SG;Kaltbrunn;410;11;305;3.9;3.333333333;2.9;3.7;3.2;3;;;clay;;;;;;;no;;;;litter meadow;meadow;;Qb; Temperate and boreal moist or wet oligotrophic grassland;1;31.853;;;
HP_306;306;302;1406.162669;8.99902739;47.20972792;3531;1909;SG;Kaltbrunn;410;11;306;3.9;3.222222222;2.9;3.6;3.3;2.9;;;;;;;;;;;;;;litter meadow;meadow;;;;;80.569;;;
HP_307;307;302;1406.162669;8.99902739;47.20972792;2818;1907;SG;Kaltbrunn;410;9;307;3.8125;3.571428571;3;3.625;3.3125;3;;;like fresh clay;;;;;;;;;;;litter meadow;meadow;;;;;28.181;;;
HP_308;308;302;1406.162669;8.99902739;47.20972792;3240;1908;SG;Kaltbrunn;410;17;308;3.5;3.333333333;2.8125;3.625;3.3;2.9375;;;;;;;;;;;;;;litter meadow;meadow;;R37; Temperate and boreal moist or wet oligotrophic grassland;1;56.692;B.4 Wet grasslands;Molinio-Arrhenatheretea;Molinietalia caeruleae
HP_309;309;302;1406.162669;8.99902739;47.20972792;1752;1904;SG;Kaltbrunn;410;10;309;3.777777778;3.375;3;3.555555556;3.166666667;3.111111111;;;;;;;;;;;;;;litter meadow;meadow;;R37; Temperate and boreal moist or wet oligotrophic grassland;1;16.181;B.4 Wet grasslands;Molinio-Arrhenatheretea;Molinietalia caeruleae
HP_310;310;302;1406.162669;8.99902739;47.20972792;1025;1902;SG;Kaltbrunn;410;15;310;3.653846154;3.538461538;2.769230769;3.428571429;3.269230769;2.923076923;;;;;;;;;;;;;;litter meadow;meadow;;R37; Temperate and boreal moist or wet oligotrophic grassland;1;21.25;B.4 Wet grasslands;Molinio-Arrhenatheretea;Molinietalia caeruleae
HP_311;311;302;1406.162669;8.99902739;47.20972792;1388;1903;SG;Kaltbrunn;410;9;311;3.5625;3.571428571;2.5;3.625;3.125;3.125;;;;;;;;;;no;;;;litter meadow;meadow;;R37; Temperate and boreal moist or wet oligotrophic grassland;1;4.541;B.4 Wet grasslands;Molinio-Arrhenatheretea;Molinietalia caeruleae
HP_312;312;312;323.8962499;9.446905685;47.04005374;28.09.1893;1893;SG;Mels;485;22;312;3.35;3.2;2.55;3.619047619;3.075;3.05;;;very ferruginous;;;;marshy;;;no;;;;litter meadow;meadow;;;;;30.333;;;
HP_313;313;313;113.4703426;9.412274792;47.04447561;987;1902;SG;Mels;530;9;313;2.9375;2.875;2.75;2.75;3;3;;;stony loam;;;;;;;no;;;;forest meadow;meadow;;R22; Low and medium altitude hay meadow;1;17.285;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_314;314;314;227.1303169;9.350594337;47.02716302;22.09.1894;1894;SG;Mels;1770;13;314;3.961538462;2.909090909;2.153846154;3.769230769;2.625;3;;;peat;;;;;;;no;;;;litter meadow;meadow;;;;1;16.547;;;
HP_315;315;315;454.5486393;9.385063584;47.0699829;28.09.1893;1893;SG;Mels;460;14;315;3.416666667;3.25;2.666666667;3.692307692;3.125;3.166666667;;;fine sandy loam;2;;;underground water;;;;;;;litter meadow;meadow;;Qb;;1;36.101;;;
HP_316;316;316;270.7476719;9.354404368;47.02590193;22.09.1894;1894;SG;Mels;1770;18;316;3.916666667;3.235294118;2.166666667;3.722222222;2.694444444;3.055555556;;;peat;;;;;;;no;;;;pasture;pasture;;;;1;34.651;;;
HP_317;317;312;323.8962499;9.446905685;47.04005374;28.09.1893;1893;SG;Mels;485;18;317;3.46875;3.5;2.4375;3.764705882;3;3.125;;;clay, ferruginous;;;;;;;;;;;litter meadow;meadow;;;;;26.876;;;
HP_318;318;318;158.0782907;9.069951132;47.13912193;940;1902;SG;Schänis;650;16;318;3.208333333;3.166666667;3.333333333;3.083333333;3.409090909;2.909090909;2;;fat loam;;;;;gentle slope;W;yes;in spring;manure;;meadow;meadow;;R22; Low and medium altitude hay meadow;2;14.414;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_319;319;319;542.8860895;8.948115084;47.21799294;16.06.1896;1896;SG;Schmerikon;420;28;319;2.782608696;3.153846154;2.52;3.777777778;3.30952381;3.260869565;;;;;;;;;;;;;;litter meadow;meadow;;R22; Low and medium altitude hay meadow;2;48.983;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
