HP_name;PlotID_2;PAG;Precision;Center_x_coordinate;Center_y_coordinate;Date;Year;Canton;Municipality;Altitude_original;Species_richness;SqFt_ID;F;R;N;L;T;K;Nr_cuts;Nr_cuts_before_record;Soil;Content_of_Ca;Bedrock;Light_cond;Water_balance;Inclination;Exposition;Fertil_y_n;Fertil_frequ;Fertil_type;Fertil_treatment;Land_use;Land_use_2;Grazing_animal;EUNIS_class;EUNIS_habitat name;Type_of_classification;Total_biomass;vegetation type;Class (Mucina et al. 2016);Order (Mucina et al. 2016)
HP_1;1;1;1057.687007;8.055274886;47.39761273;28.05.1886;1886;AG;Aarau;370;9;1;3.111111111;3.444444444;3.666666667;3.666666667;3.555555556;3;3;;fine sandy;3;gravel;;irrigated by the city stream;;;yes;;sewage water of the town;;irrigated meadow;meadow;;R22; Low and medium altitude hay meadow;1;101.314;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_2;2;1;1057.687007;8.055274886;47.39761273;28.05.1886;1886;AG;Aarau;370;13;2;3.166666667;3.230769231;3.583333333;3.461538462;3.545454545;2.833333333;3;;fine sandy;3;gravel;;irrigated by the city stream;;;yes;;sewage water of the town;;irrigated meadow;meadow;;R22; Low and medium altitude hay meadow;1;58.828;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_3;3;3;420.5182671;8.07635051;47.39257999;23.06.1886;1886;AG;Buchs;380;21;3;3.138888889;3.368421053;3.333333333;3.315789474;3.411764706;3.055555556;;;sandy loam;;alluvium;;irrigated;;;no;;;;irrigated meadow;meadow;;R22; Low and medium altitude hay meadow;1;56.046;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_4;4;3;420.5182671;8.07635051;47.39257999;23.06.1886;1886;AG;Buchs;380;18;4;2.676470588;3.166666667;3;3.5;3.34375;3.1875;;;sandy loam;;alluvium;;irrigated;;;no;;;;meadow;meadow;;R1A; Semi-dry perennial calcareous grassland (meadow steppe);1;27.906;B.2 Meso-xeric grasslands;Festuco-Brometea;Brachypodietalia pinnati
HP_5;5;5;576.1975385;8.209971637;47.54370922;19.06.1889;1889;AG;Villigen;515;26;5;2.34;3.4;2.48;3.807692308;3.45;3.409090909;;;loam;;Jura limestone;;;;SE;yes;;artificial fertiliser;1888 und 1889 mit 0.6kg wasserlöslicher P2O3 pro Are gedüngt, N und P2O5;meadow;meadow;;;;;40.525;;;
HP_6;6;5;576.1975385;8.209971637;47.54370922;19.06.1889;1889;AG;Villigen;515;26;6;2.375;3.36;2.44;3.961538462;3.380952381;3.434782609;;;loam;;Jura limestone;;;;SE;no;;;;meadow;meadow;;R1A; Semi-dry perennial calcareous grassland (meadow steppe);1;30.394;B.2 Meso-xeric grasslands;Festuco-Brometea;Brachypodietalia pinnati
HP_7;7;5;576.1975385;8.209971637;47.54370922;19.06.1889;1889;AG;Villigen;515;31;7;2.366666667;3.533333333;2.5;3.967741935;3.44;3.444444444;;;loam;;Jura limestone;;;;SE;yes;;artificial fertiliser;1888 und 1889 mit 1.07 kg Kali (KO) pro Are gedüngt, Kali;meadow;meadow;;R1A; Semi-dry perennial calcareous grassland (meadow steppe);1;25.283;B.2 Meso-xeric grasslands;Festuco-Brometea;Brachypodietalia pinnati
HP_8;8;5;576.1975385;8.209971637;47.54370922;19.06.1889;1889;AG;Villigen;515;28;8;2.425925926;3.37037037;2.518518519;3.964285714;3.391304348;3.4;;;loam;;Jura limestone;;;;SE;yes;;artificial fertiliser;1888 und1889 mit 0.31 kg N (in Chili-Salpeter) pro Are gedüngt, Stickstoff;meadow;meadow;;R1A; Semi-dry perennial calcareous grassland (meadow steppe);1;37.399;B.2 Meso-xeric grasslands;Festuco-Brometea;Brachypodietalia pinnati
HP_9;9;9;366.1575774;8.210186891;47.51769224;31.08.1889;1889;AG;Villigen;390;25;9;2.652173913;3.375;2.956521739;3.88;3.375;3.318181818;;;;;;;;;;yes;;P2O5, Potassium and Nitrogen;;meadow;meadow;;R22; Low and medium altitude hay meadow;1;33.829;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_10;10;9;366.1575774;8.210186891;47.51769224;14.06.1889;1889;AG;Villigen;390;27;10;2.54;3.384615385;2.88;3.962962963;3.386363636;3.416666667;;;;;;;;;;yes;;N, Potassium, P2O5;;meadow;meadow;;R22; Low and medium altitude hay meadow;1;35.375;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_11;11;9;366.1575774;8.210186891;47.51769224;31.08.1889;1889;AG;Villigen;390;25;11;2.47826087;3.47826087;2.739130435;3.916666667;3.35;3.363636364;;;;;;;;;;yes;;P2O5;;meadow;meadow;;R22; Low and medium altitude hay meadow;1;42.094;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_12;12;9;366.1575774;8.210186891;47.51769224;14.06.1889;1889;AG;Villigen;390;27;12;2.5;3.346153846;2.807692308;3.925925926;3.227272727;3.333333333;;;;;;;;;;yes;;N and P2O5;;meadow;meadow;;R22; Low and medium altitude hay meadow;1;40.037;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_13;13;9;366.1575774;8.210186891;47.51769224;31.08.1889;1889;AG;Villigen;390;33;13;2.387096774;3.516129032;2.677419355;3.9375;3.444444444;3.344827586;;;;;;;;;;yes;;P2O5;;meadow;meadow;;R22; Low and medium altitude hay meadow;1;51.085;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_14;14;9;366.1575774;8.210186891;47.51769224;14.06.1889;1889;AG;Villigen;390;24;14;2.282608696;3.52173913;2.565217391;4;3.368421053;3.523809524;;;;;;;;;;yes;;P2O5;;meadow;meadow;;R1A; Semi-dry perennial calcareous grassland (meadow steppe);1;41.03;B.2 Meso-xeric grasslands;Festuco-Brometea;Brachypodietalia pinnati
HP_15;15;9;366.1575774;8.210186891;47.51769224;14.06.1890;1890;AG;Villigen;;26;15;2.58;3.423076923;2.88;3.846153846;3.413043478;3.4;;;;;;;;;;;;;;meadow;meadow;;R22; Low and medium altitude hay meadow;1;64.406;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_16;16;9;366.1575774;8.210186891;47.51769224;31.08.1889;1889;AG;Villigen;390;24;16;2.630434783;3.391304348;2.869565217;3.916666667;3.421052632;3.380952381;;;;;;;;;;yes;;P2O5 and Potassium;;meadow;meadow;;R22; Low and medium altitude hay meadow;1;45.236;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_17;17;9;366.1575774;8.210186891;47.51769224;14.06.1889;1889;AG;Villigen;390;29;17;2.462962963;3.392857143;2.740740741;3.931034483;3.304347826;3.44;;;;;;;;;;yes;;N and Potassium;;meadow;meadow;;R22; Low and medium altitude hay meadow;1;29.744;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_18;18;9;366.1575774;8.210186891;47.51769224;31.08.1889;1889;AG;Villigen;390;31;18;2.483333333;3.433333333;2.8;3.967741935;3.384615385;3.392857143;;;;;;;;;;yes;;potassium;;meadow;meadow;;R1A; Semi-dry perennial calcareous grassland (meadow steppe);1;34.107;B.2 Meso-xeric grasslands;Festuco-Brometea;Brachypodietalia pinnati
HP_19;19;9;366.1575774;8.210186891;47.51769224;14.06.1889;1889;AG;Villigen;390;27;19;2.442307692;3.423076923;2.692307692;3.962962963;3.295454545;3.416666667;;;;;;;;;;yes;;potassium;;meadow;meadow;;R1A; Semi-dry perennial calcareous grassland (meadow steppe);1;35.571;B.2 Meso-xeric grasslands;Festuco-Brometea;Brachypodietalia pinnati
HP_20;20;9;366.1575774;8.210186891;47.51769224;14.06.1889;1889;AG;Villigen;390;25;20;2.375;3.5;2.583333333;4;3.3;3.545454545;;;;;;;;;;no;;;;meadow;meadow;;R1A; Semi-dry perennial calcareous grassland (meadow steppe);1;34.313;B.2 Meso-xeric grasslands;Festuco-Brometea;Brachypodietalia pinnati
HP_21;21;9;366.1575774;8.210186891;47.51769224;31.08.1889;1889;AG;Villigen;390;35;21;2.515151515;3.454545455;2.727272727;3.941176471;3.357142857;3.433333333;;;;;;;;;;no;;;;meadow;meadow;;R1A; Semi-dry perennial calcareous grassland (meadow steppe);1;31.333;B.2 Meso-xeric grasslands;Festuco-Brometea;Brachypodietalia pinnati
HP_22;22;9;366.1575774;8.210186891;47.51769224;13.06.1889;1889;AG;Villigen;390;24;22;2.229166667;3.608695652;2.416666667;3.916666667;3.289473684;3.523809524;;;;;;;;;;yes;;Nitrogen;;meadow;meadow;;R1A; Semi-dry perennial calcareous grassland (meadow steppe);1;38.417;B.2 Meso-xeric grasslands;Festuco-Brometea;Brachypodietalia pinnati
HP_23;23;9;366.1575774;8.210186891;47.51769224;31.08.1889;1889;AG;Villigen;390;28;23;2.428571429;3.444444444;2.714285714;3.928571429;3.347826087;3.4;;;;;;;;;;yes;;N;;meadow;meadow;;R1A; Semi-dry perennial calcareous grassland (meadow steppe);1;23.468;B.2 Meso-xeric grasslands;Festuco-Brometea;Brachypodietalia pinnati
HP_24;24;24;532.0474111;8.370413775;47.43641295;2127;1905;AG;Würenlos;440;27;24;2.78;3.307692308;3.24;3.730769231;3.282608696;3.2;;;light loam;;;;;;;no;;none;;pasture;pasture;cows;R22; Low and medium altitude hay meadow;1;25.857;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_25;25;24;532.0474111;8.370413775;47.43641295;2349;1906;AG;Würenlos;440;22;25;2.625;3.380952381;3.05;3.80952381;3.235294118;3.263157895;;;;;;;;;;;;;;;;;R22; Low and medium altitude hay meadow;1;43.398;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_26;26;24;532.0474111;8.370413775;47.43641295;1934;1905;AG;Würenlos;440;22;26;2.840909091;3.227272727;3.227272727;3.772727273;3.19047619;3.136363636;;;light loam;;;;;;;yes;;cow manure;;meadow;meadow;;R22; Low and medium altitude hay meadow;1;20.939;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_27;27;24;532.0474111;8.370413775;47.43641295;1934;1905;AG;Würenlos;440;22;27;2.886363636;3.272727273;3.318181818;3.727272727;3.25;3.136363636;;;light loam;;;;;;;yes;;cow manure;;pasture;pasture;;R22; Low and medium altitude hay meadow;1;27.617;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_28;28;24;532.0474111;8.370413775;47.43641295;2349;1906;AG;Würenlos;440;26;28;2.78;3.346153846;3.08;3.769230769;3.318181818;3.208333333;;;;;;;;;;;;;;;;;R22; Low and medium altitude hay meadow;1;32.95;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_29;29;24;532.0474111;8.370413775;47.43641295;2127;1905;AG;Würenlos;440;26;29;2.8125;3.28;3.208333333;3.72;3.227272727;3.208333333;;;light loam;;;;;;;no;;;;pasture;pasture;cows;R22; Low and medium altitude hay meadow;1;21.032;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_30;30;24;532.0474111;8.370413775;47.43641295;1934;1905;AG;Würenlos;440;25;30;2.75;3.28;3.291666667;3.8;3.260869565;3.208333333;;;light loam;;;;;;;yes;;cow manure;;meadow;meadow;;R22; Low and medium altitude hay meadow;1;NA;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_31;31;31;409.4287008;8.290365472;47.59939378;03.06.1885;1885;AG;Zurzach;325;18;31;2.892857143;3.375;3.142857143;3.6875;3.346153846;3.285714286;;;loamy sandsoil;;gravel (alluvium);;;;;yes;every year well;slurry;;meadow;meadow;;R22; Low and medium altitude hay meadow;1;24.996;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_32;32;32;387.297038;8.407187892;47.33271053;1884 or 1886?;;AG;Litzibuech;580;24;32;2.891304348;3.304347826;3.565217391;3.782608696;3.369565217;3.130434783;;;;;;;;;;;;;;alternating meadow;meadow;;R22; Low and medium altitude hay meadow;1;49.169;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_33;33;33;325.9572543;9.465441531;47.33158546;24.07.1895;1895;AI;Rüte;880;18;33;3.71875;3.058823529;2.058823529;3.833333333;2.882352941;3;;;boggy clay;1;;;wet, marshy;;;no;;;;litter meadow;meadow;;Q24;;1;37.767;C.6 Mires and springs ;Scheuchzerio palustris-Caricetea fuscae;Caricetalia fuscae
HP_34;34;34;288.0875776;9.444696274;47.3402633;25.07.1895;1895;AI;Rüte;1010;17;34;3.642857143;3.2;2.466666667;3.875;3.033333333;2.933333333;;;tight clay;1;;;wet;;;;;;;litter meadow;meadow;;;;1;28.886;;;
HP_35;35;35;611.9221267;9.444744528;47.2903443;18.07.1895;1895;AI;Schwende;1050;26;35;2.934782609;3.04;3.043478261;3.64;3.275;3;;;;;;;;;;yes;;manure;;meadow;meadow;;R22; Low and medium altitude hay meadow;1;26.559;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_36;36;35;611.9221267;9.444744528;47.2903443;18.07.1895;1895;AI;Schwende;1050;27;36;2.625;2.884615385;2.32;3.615384615;3.166666667;3.130434783;;;;;;;;;;yes;regulary;manure;;meadow;meadow;;S42; Dry heath;1;36.185;D.1 Lowland heathlands;Calluno-Ulicetea;Vaccinio myrtilli-Genistetalia pilosae
HP_37;37;37;242.6836853;9.447683184;47.29357477;16.07.1895;1895;AI;Schwende;1040;21;37;2.684210526;2.684210526;2.157894737;3.578947368;3.09375;3.210526316;;;;;;;;;;;;;;meadow;meadow;;R1M; Lowland to montane, dry to mesic grassland usually dominated by Nardus stricta;1;48.504;B.3 Mesic grasslands;Nardetea strictae;Nardetalia strictae
HP_38;38;38;286.0031977;9.255519661;47.36976853;18.06.1886;1886;AR;Herisau;800;26;38;3.086956522;3.041666667;3.347826087;3.583333333;3.125;2.954545455;2;;humus-rich loam;;molasse;;fresh;;;yes;;manure or slurry;;meadow;meadow;;R21; Mesic permanent pasture of lowlands and mountains;1;47.119;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_39;39;39;227.4307632;9.265674963;47.39050854;18.06.1886;1886;AR;Herisau;730;20;39;3.083333333;3.052631579;3.222222222;3.789473684;3.166666667;2.882352941;2;;humic, mild loam;;;;fresh;;;yes;;stable manure;;pasture;pasture;;R22; Low and medium altitude hay meadow;1;32.493;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_40;40;39;227.4307632;9.265674963;47.39050854;18.06.1886;1886;AR;Herisau;730;21;40;3.052631579;3;3.473684211;3.65;3.15625;2.944444444;2;;mild, humic loam;;;;humid;;;yes;;stable manure;;pasture;pasture;;R21; Mesic permanent pasture of lowlands and mountains;1;58.712;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_41;41;41;434.5366739;7.558856057;46.44820412;01.07.1898;1898;BE;Adelboden;1900;17;41;2.964285714;3.1875;2.357142857;3.9375;1.928571429;3.071428571;;;poor alluvial sand;;;;;;;no;;;;meadow;meadow;;R44; Arctic-alpine calcareous grassland;3;12.307;A.1 Alpine grasslands;Elyno-Seslerietea;Seslerietalia caeruleae
HP_42;42;42;3812.866496;7.5617448;46.49840526;01.07.1898;1898;BE;Adelboden;1400;31;42;2.660714286;3.37037037;2.481481481;3.551724138;2.98;3.115384615;;;;;;;;;;no;;;;;;;R21; Mesic permanent pasture of lowlands and mountains;3;30.649;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_43;43;43;856.0505847;7.393611248;46.62713365;05.07.1896;1896;BE;Boltigen;820;11;43;3.166666667;3.111111111;3.111111111;3.777777778;3.055555556;3.111111111;;;;;;;;;;;;;;litter meadow;meadow;;;;2;26.021;;;
HP_44;44;44;2729.82277;8.005858444;46.77217961;09.07.1887;1887;BE;Brienz;1720;45;44;2.789473684;3.432432432;2.432432432;3.794871795;2.514705882;3.277777778;0.5;;;;limestone  ;;;;;;;;;meadow;meadow;;R1A; Semi-dry perennial calcareous grassland (meadow steppe);1;30.34;B.2 Meso-xeric grasslands;Festuco-Brometea;Brachypodietalia pinnati
HP_45;45;45;741.788201;7.201420559;47.13970218;25.07.1893;1893;BE;Evilars;1000;28;45;2.38;3.16;2.24;3.846153846;3.204545455;3.333333333;;;;;;;;;;;;;;;;;R23; Mountain hay meadow;2;17.171;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_46;46;45;741.788201;7.201420559;47.13970218;25.07.1893;1893;BE;Evilars;1000;29;46;2.307692308;3.222222222;2.269230769;3.821428571;3.195652174;3.416666667;;;;;;;;;;;;;;;;;R1A; Semi-dry perennial calcareous grassland (meadow steppe);1;24.318;B.2 Meso-xeric grasslands;Festuco-Brometea;Brachypodietalia pinnati
HP_47;47;45;741.788201;7.201420559;47.13970218;26.07.1893;1893;BE;Evilars;1000;28;47;2.34;3.36;2.28;3.884615385;3.166666667;3.52173913;;;;;;;;;;;;;;;;;R1A; Semi-dry perennial calcareous grassland (meadow steppe);1;17.435;B.2 Meso-xeric grasslands;Festuco-Brometea;Brachypodietalia pinnati
HP_48;48;45;741.788201;7.201420559;47.13970218;25.07.1893;1893;BE;Evilars;1000;29;48;2.314814815;3.25;2.222222222;3.862068966;3.152173913;3.52;;;;;;;;;;;;;;meadow;meadow;;R1A; Semi-dry perennial calcareous grassland (meadow steppe);1;19.277;B.2 Meso-xeric grasslands;Festuco-Brometea;Brachypodietalia pinnati
HP_49;49;45;741.788201;7.201420559;47.13970218;26.07.1893;1893;BE;Evilars;1000;27;49;2.395833333;3.307692308;2.208333333;3.923076923;3.142857143;3.391304348;;;;;;;;;;;;;;;;;R1A; Semi-dry perennial calcareous grassland (meadow steppe);1;24.502;B.2 Meso-xeric grasslands;Festuco-Brometea;Brachypodietalia pinnati
HP_50;50;45;741.788201;7.201420559;47.13970218;24.07.1893;1893;BE;Evilars;1000;28;50;2.4;3.423076923;2.24;3.888888889;3.261904762;3.391304348;;;;;;;;;;;;;;;;;R1A; Semi-dry perennial calcareous grassland (meadow steppe);1;19.58;B.2 Meso-xeric grasslands;Festuco-Brometea;Brachypodietalia pinnati
HP_51;51;51;139.9804154;7.221236472;47.14277305;24.07.1893;1893;BE;Evilars;850;24;51;2.413043478;3.291666667;2.565217391;3.958333333;3.4;3.318181818;;;;;;;;;;;;;;;;;R1A; Semi-dry perennial calcareous grassland (meadow steppe);1;24.842;B.2 Meso-xeric grasslands;Festuco-Brometea;Brachypodietalia pinnati
HP_52;52;52;224.0269484;7.623665064;47.27269952;13.06.1886;1886;BE;Farnern;945;28;52;3;3.16;3.36;3.68;3.204545455;3.125;2;;humic clay;;Lias;;fresh;;;no;;;;meadow;meadow;;R22; Low and medium altitude hay meadow;1;36.351;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_53;53;53;310.3243434;8.022184618;46.8587975;22.08.1895;1895;LU;Flühli;1020;20;53;3.552631579;2.947368421;2.263157895;3.8;2.684210526;3.052631579;;;tight clay;1;;;humid;;;;;;;litter meadow;meadow;;;;2;29.102;;;
HP_54;54;54;145.220791;8.425984887;46.7300427;20.07.1886;1886;BE;Gadmen;1868;10;54;2.888888889;2.777777778;3;3.7;2.25;2.875;1;;moraine soil, loose, rich diluvial soil;;gneiss;;fresh;;;yes;;manure;;meadow;meadow;;R43; Temperate acidophilous alpine grassland;3;36.174;A.1 Alpine grasslands;Juncetea trifidi;
HP_55;55;55;248.690237;8.306666135;46.61190938;24.07.1886;1886;BE;Guttannen;1417;17;55;2.892857143;3;2.928571429;3.625;2.857142857;3.133333333;1;;permeable alluviul (or diluvial);;;;;;;yes;;cow and horse manure and slurry;;meadow;meadow;;R23; Mountain hay meadow;1;27.002;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_56;56;56;443.532974;8.288134954;46.6521267;24.07.1886;1886;BE;Guttannen;1060;17;56;3.178571429;2.9375;3.384615385;3.5625;3;2.923076923;2;;humic alluvial soil;;gneiss;;fresh;;;yes;winter and spring;slurry, manure;;pasture;pasture;;R21; Mesic permanent pasture of lowlands and mountains;1;42.246;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_57;57;57;172.9513539;7.539488559;47.02912818;14.06.1884;1884;BE;Hindelbank;585;14;57;3.107142857;3.142857143;3.714285714;3.857142857;3.428571429;2.857142857;;;mild loam;;;;;;;yes;in autumn;manure;;alternating meadow;meadow;;R22; Low and medium altitude hay meadow;1;159.903;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_58;58;58;654.0757374;7.791822148;47.2261313;22.06.1886;1886;BE;Langenthal;460;26;58;3.02173913;3.25;3.347826087;3.625;3.325;3.181818182;;;6 feet cohesive, stony loam;;gravel;;irrigated;;;no;;;;irrigated meadow;meadow;;R22; Low and medium altitude hay meadow;1;43.076;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_59;59;58;654.0757374;7.791822148;47.2261313;22.06.1886;1886;BE;Langenthal;460;31;59;3.103448276;3.3;3.24137931;3.633333333;3.269230769;3.178571429;;;6 feet cohesive, stony loam;;gravel;;not irrigated;;;no;;;;meadow;meadow;;R22; Low and medium altitude hay meadow;1;23.98;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_60;60;60;244.7644595;7.70262161;47.26683955;28.06.1890;1890;BE;Niederbipp;460;16;60;2.892857143;3.142857143;3.357142857;3.8;3.166666667;2.923076923;;;;;;;;;;no;;;;;;;R21; Mesic permanent pasture of lowlands and mountains;1;44.06;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_61;61;60;244.7644595;7.70262161;47.26683955;28.06.1890;1890;BE;Niederbipp;460;16;61;3;3.142857143;3.428571429;3.8;3.125;3;;;;;;;;;;yes;;Nitrogen;;;;;R21; Mesic permanent pasture of lowlands and mountains;1;40.711;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_62;62;60;244.7644595;7.70262161;47.26683955;28.06.1890;1890;BE;Niederbipp;460;10;62;3.25;3.111111111;3.625;3.666666667;3.0625;3;;;;;;;;;;yes;;P2O5;;;;;R21; Mesic permanent pasture of lowlands and mountains;1;30.947;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_63;63;63;446.7082612;7.675515879;47.27168245;17.06.1886;1886;BE;Niederbipp;545;30;63;2.333333333;3.586206897;2.333333333;3.827586207;3.434782609;3.44;2;;mild loam;;;;;;;no;;;;meadow;meadow;;R1A; Semi-dry perennial calcareous grassland (meadow steppe);1;33.674;B.2 Meso-xeric grasslands;Festuco-Brometea;Brachypodietalia pinnati
HP_64;64;64;229.1992632;7.697229041;47.26332637;22.06.1886;1886;BE;Niederbipp;460;27;64;3.0625;3.076923077;3.333333333;3.769230769;3.166666667;3.086956522;2;;humic, mild alluvial loam;2;gravel;;fresh;;;yes;every year;slurry;;meadow;meadow;;R21; Mesic permanent pasture of lowlands and mountains;1;33.431;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_65;65;64;229.1992632;7.697229041;47.26332637;22.06.1886;1886;BE;Niederbipp;460;29;65;2.8;3.071428571;2.846153846;3.75;3.270833333;3.192307692;2;;humic, mild alluvial loam;2;gravel;;fresh;;;no;;;;meadow;meadow;;R22; Low and medium altitude hay meadow;1;34.075;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_66;66;66;435.3343813;7.678801045;47.26595313;18.06.1886;1886;BE;Niederbipp;490;36;66;2.672413793;3.333333333;2.612903226;3.676470588;3.362068966;3.233333333;2;;poor clay, alteration from white Jura;3;limestone (Lias);;;;;no;;;;meadow;meadow;;R22; Low and medium altitude hay meadow;1;14.193;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_67;67;66;435.3343813;7.678801045;47.26595313;18.06.1886;1886;BE;Niederbipp;490;35;67;2.693548387;3.235294118;2.84375;3.735294118;3.316666667;3.193548387;;;poor clay, alteration from white Jura;;limestone (Lias);;;;;yes;;artificial fertiliser;Kalisuperphosphat. Im Februar 1885 mit Kalisuperphosphat (5% Kali, 8% Phosphorsäure) gedüngt, 50kg auf 8000 Quadratfuss;meadow;meadow;;R22; Low and medium altitude hay meadow;1;42.477;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_68;68;68;446.2351103;7.704278016;47.27225606;25.06.1886;1886;BE;Niederbipp;;32;68;2.5;3.15625;2.6;3.84375;3.25;3.344827586;;;warm, stony loam;;;;;;;no;;;;meadow;meadow;;;;;20.658;;;
HP_69;69;68;446.2351103;7.704278016;47.27225606;25.06.1886;1886;BE;Niederbipp;460;30;69;2.633333333;3.4;3;3.733333333;3.407407407;3.172413793;;;warm, stony loam;;diluvium;;;;;yes;;manure;;meadow;meadow;;R22; Low and medium altitude hay meadow;1;54.239;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_71;71;71;293.4553648;7.714108779;47.26569781;14.06.1886;1886;BE;Niederbipp;450;25;71;2.928571429;3.217391304;3.380952381;3.652173913;3.3;3.047619048;;;humic loam;3;stratified diluvium;;fresh;;;no;;;;irrigated meadow;meadow;;R22; Low and medium altitude hay meadow;1;52.623;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_72;72;72;638.7674187;7.807639457;47.24789414;22.06.1886;1886;BE;Roggwil;435;30;72;3.037037037;3.142857143;3.296296296;3.75;3.291666667;2.961538462;2;;mild loam;;alluvium;;;;;no;;;;irrigated meadow;meadow;;R22; Low and medium altitude hay meadow;1;30.777;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Arrhenatheretalia elatioris
HP_73;73;73;272.5600959;7.858503267;46.81779554;08.07.1887;1887;BE;Schangnau;900;24;73;3.175;3.047619048;3.2;3.571428571;3.138888889;3;;;loam;;conglomerate;;;;;yes;;slurry and manure;;meadow;meadow;;R21; Mesic permanent pasture of lowlands and mountains;1;35.485;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_74;74;74;159.0863803;7.881932096;46.81648294;08.07.1887;1887;BE;Schangnau;930;20;74;3.294117647;3.235294118;3.529411765;3.647058824;3.233333333;3;2;;humic loam;;conglomerate;;fresh;;;yes;;slurry;;meadow;meadow;;R21; Mesic permanent pasture of lowlands and mountains;1;34.831;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
HP_75;75;75;339.2124024;7.712621695;46.76152577;18.06.1894;1894;BE;Teuffenthal;1040;21;75;2.972222222;3.105263158;3.222222222;3.526315789;3.25;2.944444444;;;;;;;;;;yes;;manure ;;meadow;meadow;;R21; Mesic permanent pasture of lowlands and mountains;1;38.924;B.3 Mesic grasslands;Molinio-Arrhenatheretea;Poo alpinae-Trisetetalia
